['-121.99', '37.61', '9', '3666', '711', '2341', '703', '4.6458', '217000', '<1H OCEAN']
['-121.79', '37.33', '10', '3283', '550', '2491', '522', '6.6633', '283700', '<1H OCEAN']
['-121.8', '37.32', '20', '2473', '476', '2228', '501', '5.6817', '224200', '<1H OCEAN']
['-121.8', '37.32', '23', '1829', '346', '1277', '324', '4.8092', '217400', '<1H OCEAN']
['-121.8', '37.32', '14', '4412', '924', '2698', '891', '4.7027', '227600', '<1H OCEAN']
['-121.79', '37.32', '6', '2850', '561', '2160', '581', '5.5336', '241900', '<1H OCEAN']
['-121.79', '37.32', '20', '3034', '451', '1669', '430', '6.2742', '241300', '<1H OCEAN']
['-121.76', '37.33', '5', '4153', '719', '2435', '697', '5.6306', '286200', '<1H OCEAN']
['-121.81', '37.3', '14', '1870', '348', '1214', '347', '4.9769', '186500', '<1H OCEAN']
['-121.81', '37.31', '15', '1794', '366', '1533', '371', '5.7843', '209900', '<1H OCEAN']
['-121.8', '37.31', '15', '1807', '378', '1277', '341', '4.5045', '164500', '<1H OCEAN']
['-121.8', '37.3', '16', '906', '149', '605', '148', '4.8173', '235600', '<1H OCEAN']
['-121.81', '37.3', '15', '1929', '345', '1683', '347', '5.5248', '235600', '<1H OCEAN']
['-121.8', '37.31', '21', '2630', '446', '1789', '389', '5.0543', '232000', '<1H OCEAN']
['-121.79', '37.31', '22', '2199', '361', '1270', '386', '5.1149', '235700', '<1H OCEAN']
['-121.78', '37.31', '25', '2093', '297', '983', '338', '6.4664', '271500', '<1H OCEAN']
['-121.79', '37.3', '10', '5469', '950', '3083', '906', '5.9399', '241900', '<1H OCEAN']
['-121.76', '37.28', '17', '660', '129', '431', '123', '4.9097', '241000', '<1H OCEAN']
['-121.78', '37.31', '7', '1973', '328', '1047', '303', '6234', '292200', '<1H OCEAN']
['-121.76', '37.29', '15', '2267', '348', '1150', '327', '7.1267', '277900', '<1H OCEAN']
['-121.75', '37.3', '23', '1801', '415', '548', '393', '2.5052', '133700', '<1H OCEAN']
['-121.74', '37.29', '6', '7292', '1295', '2468', '1262', '5.6411', '294700', '<1H OCEAN']
['-121.75', '37.29', '15', '1486', '310', '455', '296', '4.3365', '221000', '<1H OCEAN']
['-121.84', '37.34', '33', '1019', '191', '938', '215', '4.0929', '165000', '<1H OCEAN']
['-121.84', '37.33', '28', '1535', '330', '1937', '317', '4.1146', '160100', '<1H OCEAN']
['-121.84', '37.33', '26', '1934', '408', '2059', '416', '3.6765', '163600', '<1H OCEAN']
['-121.83', '37.32', '21', '4559', '1163', '5124', '1124', '3.2052', '179000', '<1H OCEAN']
['-121.82', '37.35', '24', '2298', '575', '2409', '569', '3.4509', '182400', '<1H OCEAN']
['-121.82', '37.34', '23', '7609', '1446', '6034', '1414', '4.8424', '195300', '<1H OCEAN']
['-121.81', '37.35', '28', '3477', '671', '2990', '648', '4.4671', '172600', '<1H OCEAN']
['-121.81', '37.35', '29', '2396', '452', '2000', '481', '4375', '185500', '<1H OCEAN']
['-121.8', '37.35', '27', '2358', '415', '1562', '383', '5.2297', '192800', '<1H OCEAN']
['-121.8', '37.35', '17', '2529', '423', '1756', '429', '5.1017', '240700', '<1H OCEAN']
['-121.84', '37.34', '27', '2512', '526', '3033', '526', '4.25', '162900', '<1H OCEAN']
['-121.83', '37.33', '27', '3127', '610', '3257', '604', '4.6333', '173600', '<1H OCEAN']
['-121.83', '37.34', '21', '6404', '1232', '6047', '1235', '4.2098', '193400', '<1H OCEAN']
['-121.83', '37.34', '26', '1848', '339', '1952', '327', '4087', '182500', '<1H OCEAN']
['-121.87', '37.36', '34', '938', '242', '769', '226', '3.5625', '194500', '<1H OCEAN']
['-121.86', '37.35', '35', '2391', '605', '1886', '595', '2.5551', '182100', '<1H OCEAN']
['-121.86', '37.35', '43', '1536', '371', '1256', '357', '2.8', '153300', '<1H OCEAN']
['-121.85', '37.34', '27', '1481', '409', '1505', '391', '2.5769', '137500', '<1H OCEAN']
['-121.84', '37.35', '22', '2914', '768', '2962', '762', '2.2031', '164000', '<1H OCEAN']
['-121.85', '37.35', '29', '3515', '807', '3572', '776', '2.7562', '160100', '<1H OCEAN']
['-121.84', '37.35', '20', '3375', '867', '4610', '860', '2.6894', '182200', '<1H OCEAN']
['-121.86', '37.37', '15', '8162', '2124', '8793', '2086', '3.3306', '210300', '<1H OCEAN']
['-121.84', '37.37', '15', '3315', '1042', '2749', '1059', '2.3199', '140100', '<1H OCEAN']
['-121.85', '37.36', '15', '3148', '1116', '3556', '1037', '3.0466', '159600', '<1H OCEAN']
['-121.85', '37.36', '18', '1525', '485', '1705', '448', '3.7198', '128600', '<1H OCEAN']
['-121.85', '37.36', '11', '2109', '592', '2744', '607', '4.0452', '205900', '<1H OCEAN']
['-121.86', '37.36', '31', '1602', '358', '1179', '354', '4.4896', '156800', '<1H OCEAN']
['-121.84', '37.38', '34', '762', '182', '611', '193', '3.5625', '201800', '<1H OCEAN']
['-121.85', '37.38', '12', '12980', '2568', '8190', '2515', '5.2415', '286500', '<1H OCEAN']
['-121.84', '37.39', '31', '5524', '914', '2848', '879', '5.5592', '229900', '<1H OCEAN']
['-121.83', '37.38', '15', '4430', '992', '3278', '1018', '4.5533', '209900', '<1H OCEAN']
['-121.84', '37.38', '33', '835', '181', '781', '169', '5.1082', '195800', '<1H OCEAN']
['-121.83', '37.38', '31', '3633', '843', '2677', '797', '3.2222', '184800', '<1H OCEAN']
['-121.83', '37.37', '43', '821', '149', '370', '135', '4.25', '209100', '<1H OCEAN']
['-121.83', '37.37', '43', '1461', '284', '800', '258', '3.2279', '182400', '<1H OCEAN']
['-121.84', '37.37', '42', '1237', '232', '900', '241', '3.8571', '187500', '<1H OCEAN']
['-121.84', '37.37', '28', '1579', '339', '1252', '353', '4.1615', '214800', '<1H OCEAN']
['-121.82', '37.37', '40', '802', '149', '445', '143', '4.0446', '196300', '<1H OCEAN']
['-121.83', '37.36', '29', '4045', '885', '3036', '845', '3.1982', '171700', '<1H OCEAN']
['-121.83', '37.36', '22', '3936', '860', '3508', '877', '4.2312', '183800', '<1H OCEAN']
['-121.83', '37.35', '31', '2914', '715', '3547', '645', '3.7143', '178600', '<1H OCEAN']
['-121.82', '37.37', '41', '1558', '281', '970', '304', '4.4167', '215200', '<1H OCEAN']
['-121.81', '37.37', '26', '2987', '539', '1931', '518', '5.1099', '213100', '<1H OCEAN']
['-121.82', '37.36', '33', '1624', '337', '1412', '323', '4.0385', '167600', '<1H OCEAN']
['-121.82', '37.36', '34', '1834', '377', '1450', '347', '3.7188', '161500', '<1H OCEAN']
['-121.82', '37.37', '42', '2913', '577', '1873', '580', '3.7214', '167900', '<1H OCEAN']
['-121.82', '37.39', '37', '4137', '636', '1569', '578', '6.1008', '286200', '<1H OCEAN']
['-121.87', '37.39', '9', '2522', '547', '1591', '481', '4.9091', '259700', '<1H OCEAN']
['-121.87', '37.39', '16', '2655', '487', '1862', '448', '6057', '246800', '<1H OCEAN']
['-121.87', '37.38', '16', '1050', '245', '722', '228', '4.5187', '163500', '<1H OCEAN']
['-121.87', '37.38', '16', '3275', '529', '1863', '527', '5.5429', '269100', '<1H OCEAN']
['-121.88', '37.39', '13', '3334', '565', '2240', '561', '7105', '273900', '<1H OCEAN']
['-121.87', '37.41', '17', '3719', '588', '2089', '561', '6.7867', '273700', '<1H OCEAN']
['-121.86', '37.4', '19', '4043', '764', '2196', '708', '6.1504', '268400', '<1H OCEAN']
['-121.87', '37.39', '16', '1334', '389', '1103', '415', '3.7153', '229800', '<1H OCEAN']
['-121.86', '37.39', '17', '1777', '328', '1235', '329', '5.4225', '258100', '<1H OCEAN']
['-121.85', '37.39', '15', '8748', '1547', '4784', '1524', '5.8322', '276600', '<1H OCEAN']
['-121.84', '37.4', '25', '1866', '271', '840', '275', '6.8677', '288500', '<1H OCEAN']
['-121.9', '37.4', '16', '2998', '603', '1606', '615', '3.7622', '150000', '<1H OCEAN']
['-121.9', '37.37', '20', '78', '72', '120', '69', '1.0938', '187500', '<1H OCEAN']
['-121.86', '37.38', '15', '2052', '405', '1380', '409', '5.8686', '181100', '<1H OCEAN']
['-121.88', '37.4', '9', '6751', '', '4240', '1438', '5.34', '257400', '<1H OCEAN']
['-121.89', '37.38', '3', '4778', '1047', '2522', '990', '5.7695', '271400', '<1H OCEAN']
['-121.88', '37.37', '3', '4430', '841', '2559', '801', '6.0959', '272700', '<1H OCEAN']
['-121.86', '37.4', '16', '2391', '369', '1419', '373', '5.8721', '267800', '<1H OCEAN']
['-121.86', '37.4', '21', '1386', '260', '946', '257', '6.5226', '258500', '<1H OCEAN']
['-121.85', '37.41', '25', '1837', '278', '1006', '271', '6.6842', '265300', '<1H OCEAN']
['-121.85', '37.4', '23', '1793', '319', '1145', '310', '5.5968', '243200', '<1H OCEAN']
['-121.86', '37.41', '16', '2938', '589', '1718', '568', '5.5073', '178900', '<1H OCEAN']
['-121.85', '37.41', '17', '2156', '435', '1400', '393', '5.6096', '199100', '<1H OCEAN']
['-121.86', '37.41', '16', '1603', '287', '1080', '296', '6.1256', '266900', '<1H OCEAN']
['-121.86', '37.41', '16', '1489', '262', '945', '263', '7.3861', '267000', '<1H OCEAN']
['-121.86', '37.41', '16', '2411', '420', '1671', '442', '6.5004', '263600', '<1H OCEAN']
['-121.9', '37.44', '12', '4228', '734', '2594', '732', '6.6086', '299400', '<1H OCEAN']
['-121.9', '37.44', '4', '1646', '408', '853', '410', '5.0821', '265500', '<1H OCEAN']
['-121.88', '37.43', '17', '3469', '896', '2762', '808', '3.3884', '245800', '<1H OCEAN']
['-121.88', '37.43', '31', '2573', '474', '1898', '475', '5.6651', '204100', '<1H OCEAN']
['-121.87', '37.43', '22', '3805', '596', '2118', '621', '6.2892', '254200', '<1H OCEAN']
['-121.87', '37.42', '19', '12128', '2112', '6810', '2040', '6.4419', '264500', '<1H OCEAN']
['-121.87', '37.41', '24', '3308', '548', '1891', '544', '5.6683', '248700', '<1H OCEAN']
['-121.88', '37.41', '23', '3224', '652', '2183', '655', '4.3807', '226900', '<1H OCEAN']
['-121.86', '37.42', '20', '5032', '808', '2695', '801', '6.6227', '264800', '<1H OCEAN']
['-121.87', '37.42', '25', '4430', '729', '2685', '721', '5.6965', '261100', '<1H OCEAN']
['-121.88', '37.44', '17', '1621', '299', '1028', '293', '5.2722', '186900', '<1H OCEAN']
['-121.88', '37.44', '20', '1351', '372', '1427', '394', '4.4712', '144000', '<1H OCEAN']
['-121.88', '37.44', '26', '1471', '348', '1089', '320', '5.3057', '226400', '<1H OCEAN']
['-121.88', '37.44', '23', '1310', '267', '910', '261', '5.3994', '237900', '<1H OCEAN']
['-121.89', '37.45', '15', '2428', '513', '1687', '519', '4.75', '254400', '<1H OCEAN']
['-121.9', '37.46', '29', '2385', '513', '1788', '510', '3.8421', '220700', '<1H OCEAN']
['-121.91', '37.46', '26', '2762', '496', '1716', '459', '5.6062', '226800', '<1H OCEAN']
['-121.9', '37.45', '18', '4900', '814', '2984', '758', '6.6176', '276200', '<1H OCEAN']
['-121.91', '37.42', '19', '1684', '387', '1224', '376', '4.1389', '174100', '<1H OCEAN']
['-121.9', '37.41', '24', '4759', '921', '3188', '902', '5.6344', '228700', '<1H OCEAN']
['-121.89', '37.42', '26', '40', '8', '52', '7', '7.7197', '225000', '<1H OCEAN']
['-121.92', '37.45', '10', '3937', '1054', '2032', '1002', '3.2617', '252200', '<1H OCEAN']
['-121.91', '37.44', '26', '1669', '276', '951', '278', '4.7794', '225800', '<1H OCEAN']
['-121.91', '37.44', '19', '2174', '484', '1645', '484', '5.0362', '255100', '<1H OCEAN']
['-121.91', '37.44', '24', '1212', '251', '799', '242', '5.0808', '212500', '<1H OCEAN']
['-121.91', '37.43', '33', '2791', '496', '1714', '485', '4.8304', '224900', '<1H OCEAN']
['-121.96', '37.43', '18', '2514', '578', '2205', '545', '3.3859', '158000', '<1H OCEAN']
['-121.97', '37.44', '17', '127', '28', '219', '22', '4.5179', '112500', '<1H OCEAN']
['-121.99', '37.4', '24', '3217', '689', '1196', '684', '3.4896', '226700', '<1H OCEAN']
['-121.99', '37.4', '35', '1845', '325', '1343', '317', '5.3912', '235300', '<1H OCEAN']
['-121.99', '37.39', '25', '3495', '834', '2484', '797', '4.8145', '230700', '<1H OCEAN']
['-121.96', '37.41', '17', '3208', '617', '2286', '602', '5.2937', '238000', '<1H OCEAN']
['-121.97', '37.4', '17', '2937', '558', '1662', '533', '5.8792', '255500', '<1H OCEAN']
['-121.96', '37.39', '20', '1032', '229', '658', '238', '4.5062', '219300', '<1H OCEAN']
['-121.95', '37.39', '24', '5230', '934', '3795', '970', '5.4228', '264100', '<1H OCEAN']
['-121.95', '37.38', '22', '765', '198', '390', '176', '3.1812', '87500', '<1H OCEAN']
['-121.95', '37.41', '13', '2164', '412', '1087', '411', '4.7625', '137500', '<1H OCEAN']
['-121.94', '37.42', '16', '3936', '788', '1910', '769', '4.7049', '112500', '<1H OCEAN']
['-121.93', '37.4', '34', '148', '28', '132', '13', '3375', '67500', '<1H OCEAN']
['-121.91', '37.36', '42', '3224', '708', '1940', '674', '3.2153', '199700', '<1H OCEAN']
['-121.92', '37.36', '42', '198', '32', '158', '32', '3.1563', '137500', '<1H OCEAN']
['-121.95', '37.37', '39', '446', '129', '317', '127', '3.0357', '208300', '<1H OCEAN']
['-121.95', '37.36', '27', '3236', '832', '2230', '798', '3.5625', '208600', '<1H OCEAN']
['-121.95', '37.36', '25', '3472', '956', '2267', '944', '2.7727', '235600', '<1H OCEAN']
['-121.93', '37.35', '36', '1823', '410', '1589', '387', '3.1065', '234100', '<1H OCEAN']
['-121.93', '37.34', '48', '2068', '495', '946', '452', '3.0375', '218500', '<1H OCEAN']
['-121.98', '37.37', '36', '1651', '344', '1062', '331', '4575', '215400', '<1H OCEAN']
['-121.98', '37.36', '32', '1199', '229', '814', '238', '4.6719', '252100', '<1H OCEAN']
['-121.98', '37.37', '35', '995', '202', '615', '199', '5.0942', '217500', '<1H OCEAN']
['-121.99', '37.37', '27', '1797', '538', '1610', '531', '4.2422', '237500', '<1H OCEAN']
['-121.97', '37.36', '24', '4841', '894', '2656', '920', '6.0573', '254500', '<1H OCEAN']
['-121.97', '37.36', '34', '884', '153', '534', '154', '6.0116', '271200', '<1H OCEAN']
['-121.97', '37.35', '35', '1880', '370', '926', '321', '4.2273', '269900', '<1H OCEAN']
['-121.96', '37.36', '16', '5040', '1325', '3150', '1196', '4.2837', '264500', '<1H OCEAN']
['-121.96', '37.36', '33', '2581', '623', '1598', '628', '3.5199', '261400', '<1H OCEAN']
['-121.97', '37.35', '36', '815', '126', '353', '122', '6.3191', '258300', '<1H OCEAN']
['-121.97', '37.36', '36', '765', '134', '306', '136', '4575', '247600', '<1H OCEAN']
['-121.98', '37.36', '34', '1735', '318', '1019', '301', '4.5625', '242700', '<1H OCEAN']
['-121.98', '37.36', '33', '1582', '272', '809', '267', '5.7059', '287200', '<1H OCEAN']
['-121.98', '37.36', '35', '1293', '223', '701', '216', '7.8543', '281900', '<1H OCEAN']
['-121.98', '37.36', '35', '1440', '267', '743', '259', '5.0866', '254600', '<1H OCEAN']
['-121.99', '37.36', '32', '1754', '324', '917', '330', '4.6761', '298300', '<1H OCEAN']
['-121.99', '37.36', '33', '2321', '480', '1230', '451', '4.9091', '270300', '<1H OCEAN']
['-121.99', '37.36', '33', '2677', '644', '1469', '633', '3.2048', '261800', '<1H OCEAN']
['-121.99', '37.36', '33', '2545', '467', '1287', '458', '5.5', '282200', '<1H OCEAN']
['-121.98', '37.35', '41', '1150', '249', '729', '260', '3.5491', '261100', '<1H OCEAN']
['-121.99', '37.35', '18', '1712', '509', '972', '467', '4.3971', '238900', '<1H OCEAN']
['-121.99', '37.35', '16', '3249', '947', '1637', '841', '4.5427', '198400', '<1H OCEAN']
['-121.99', '37.35', '25', '1527', '325', '707', '339', '4375', '212200', '<1H OCEAN']
['-121.98', '37.35', '36', '1054', '193', '546', '187', '4.5625', '240000', '<1H OCEAN']
['-121.97', '37.35', '30', '1955', '', '999', '386', '4.6328', '287100', '<1H OCEAN']
['-121.98', '37.34', '33', '3570', '776', '1922', '761', '4.9562', '238700', '<1H OCEAN']
['-121.99', '37.34', '26', '3637', '933', '2249', '905', '3.9625', '262900', '<1H OCEAN']
['-121.96', '37.35', '37', '1755', '325', '699', '321', '3925', '251300', '<1H OCEAN']
['-121.97', '37.34', '33', '3162', '', '1553', '686', '3.6682', '266100', '<1H OCEAN']
['-121.97', '37.35', '35', '1249', '232', '556', '247', '3925', '287100', '<1H OCEAN']
['-121.96', '37.35', '32', '1484', '274', '673', '272', '5.2019', '279900', '<1H OCEAN']
['-121.95', '37.35', '36', '832', '211', '545', '211', '3.2813', '244400', '<1H OCEAN']
['-121.94', '37.35', '52', '906', '227', '1662', '219', '3.1667', '231600', '<1H OCEAN']
['-121.94', '37.35', '18', '1922', '561', '1096', '545', '2.3713', '244000', '<1H OCEAN']
['-121.95', '37.35', '48', '1246', '294', '697', '284', '3.6118', '235500', '<1H OCEAN']
['-121.95', '37.35', '42', '1421', '330', '659', '303', '3.3333', '237900', '<1H OCEAN']
['-121.95', '37.35', '52', '2382', '523', '1096', '492', '4.2656', '236100', '<1H OCEAN']
['-121.94', '37.34', '42', '2174', '420', '1304', '464', '3.1429', '286500', '<1H OCEAN']
['-121.94', '37.34', '29', '3377', '853', '1674', '792', '3.4233', '229300', '<1H OCEAN']
['-121.94', '37.34', '41', '2151', '473', '1092', '469', '3.7321', '250000', '<1H OCEAN']
['-121.94', '37.33', '36', '1893', '359', '797', '360', '3.6818', '257600', '<1H OCEAN']
['-121.94', '37.33', '37', '1822', '329', '845', '348', '4.75', '251100', '<1H OCEAN']
['-121.94', '37.34', '36', '3142', '632', '1372', '560', '5.0175', '246100', '<1H OCEAN']
['-121.95', '37.34', '25', '5236', '1320', '2529', '1213', '3.1702', '256100', '<1H OCEAN']
['-121.95', '37.33', '31', '1866', '465', '821', '447', '2.3547', '275900', '<1H OCEAN']
['-121.95', '37.33', '36', '1683', '286', '740', '324', '4.7604', '294700', '<1H OCEAN']
['-121.96', '37.33', '26', '3269', '788', '1427', '696', '4.2136', '288300', '<1H OCEAN']
['-121.96', '37.33', '35', '2294', '411', '1054', '449', '4.0667', '276900', '<1H OCEAN']
['-121.96', '37.34', '42', '2001', '402', '942', '375', '4.4453', '255400', '<1H OCEAN']
['-121.96', '37.34', '36', '844', '153', '373', '160', '5791', '254100', '<1H OCEAN']
['-121.96', '37.34', '18', '4438', '939', '1901', '895', '5.3873', '288300', '<1H OCEAN']
['-121.96', '37.34', '34', '1461', '299', '739', '276', '3.4375', '252600', '<1H OCEAN']
['-121.96', '37.34', '37', '663', '127', '293', '132', '3.7813', '247800', '<1H OCEAN']
['-121.98', '37.33', '25', '3223', '612', '1529', '602', '5121', '287600', '<1H OCEAN']
['-121.98', '37.33', '35', '1907', '326', '912', '313', '5.9567', '294300', '<1H OCEAN']
['-121.99', '37.33', '33', '2023', '425', '1016', '405', '3.9417', '285800', '<1H OCEAN']
['-121.98', '37.32', '17', '9789', '2552', '4748', '2206', '4.2531', '279800', '<1H OCEAN']
['-121.99', '37.32', '20', '4461', '864', '2042', '808', '4.7083', '217700', '<1H OCEAN']
['-121.98', '37.31', '32', '2248', '460', '1191', '419', '5606', '288900', '<1H OCEAN']
['-121.98', '37.31', '34', '2034', '359', '1016', '375', '5.8127', '288300', '<1H OCEAN']
['-121.97', '37.32', '19', '4620', '1404', '2672', '1308', '3699', '237500', '<1H OCEAN']
['-121.96', '37.32', '11', '1711', '493', '1094', '543', '3.73', '227700', '<1H OCEAN']
['-121.95', '37.32', '39', '1164', '199', '619', '231', '4.6304', '263200', '<1H OCEAN']
['-121.95', '37.32', '20', '1145', '198', '431', '173', '3.1103', '281900', '<1H OCEAN']
['-121.95', '37.31', '27', '4140', '', '2135', '893', '3.6292', '264600', '<1H OCEAN']
['-121.96', '37.31', '31', '3890', '711', '1898', '717', '5.2534', '290900', '<1H OCEAN']
['-121.97', '37.31', '21', '7628', '2166', '3637', '1749', '3.6401', '267500', '<1H OCEAN']
['-121.97', '37.3', '25', '5463', '1351', '2758', '1310', '3.0079', '277300', '<1H OCEAN']
['-121.95', '37.32', '33', '726', '168', '351', '147', '3.1458', '270500', '<1H OCEAN']
['-121.95', '37.3', '21', '4193', '1068', '2487', '1011', '3.7188', '293000', '<1H OCEAN']
['-121.94', '37.3', '25', '1455', '370', '734', '331', '3.2727', '262500', '<1H OCEAN']
['-121.95', '37.3', '25', '5641', '1517', '3786', '1410', '3.3958', '267500', '<1H OCEAN']
['-121.96', '37.3', '20', '4228', '1006', '2334', '1007', '4.3081', '227300', '<1H OCEAN']
['-121.94', '37.29', '22', '2593', '637', '1249', '623', '3.75', '212500', '<1H OCEAN']
['-121.94', '37.29', '20', '710', '188', '363', '176', '4.0962', '214100', '<1H OCEAN']
['-121.95', '37.27', '17', '1330', '271', '408', '258', '1.7171', '181300', '<1H OCEAN']
['-121.95', '37.28', '52', '777', '148', '362', '144', '4.0208', '262500', '<1H OCEAN']
['-121.95', '37.29', '9', '1503', '381', '715', '349', '4.6371', '234300', '<1H OCEAN']
['-121.95', '37.29', '30', '3734', '813', '1834', '824', '3.4505', '260000', '<1H OCEAN']
['-121.95', '37.28', '19', '7027', '1847', '3759', '1753', '3.1509', '242900', '<1H OCEAN']
['-121.98', '37.3', '30', '3404', '693', '1794', '633', '4.6312', '283200', '<1H OCEAN']
['-121.98', '37.29', '33', '2120', '349', '907', '336', '7.5443', '283000', '<1H OCEAN']
['-121.98', '37.29', '31', '2750', '664', '1459', '660', '3.2287', '264900', '<1H OCEAN']
['-121.96', '37.28', '33', '1940', '327', '877', '314', '5.4386', '280400', '<1H OCEAN']
['-121.97', '37.28', '25', '4707', '695', '1995', '642', '6.6437', '296100', '<1H OCEAN']
['-121.97', '37.28', '27', '2427', '403', '1301', '438', '5.0385', '277300', '<1H OCEAN']
['-121.98', '37.28', '26', '1182', '309', '620', '306', '3.3922', '269100', '<1H OCEAN']
['-121.98', '37.28', '28', '3688', '633', '1877', '620', '5.7251', '272600', '<1H OCEAN']
['-121.98', '37.28', '27', '3526', '589', '1725', '553', '5.7812', '275000', '<1H OCEAN']
['-121.99', '37.27', '27', '2937', '497', '1454', '511', '5.4051', '273500', '<1H OCEAN']
['-121.97', '37.3', '31', '3340', '735', '1891', '686', '4.8542', '275000', '<1H OCEAN']
['-121.96', '37.29', '24', '1240', '263', '690', '276', '5', '283000', '<1H OCEAN']
['-121.97', '37.29', '29', '2721', '682', '1602', '646', '3337', '265300', '<1H OCEAN']
['-121.99', '37.27', '17', '1527', '267', '775', '260', '5.9658', '278000', '<1H OCEAN']
['-121.98', '37.27', '25', '3075', '564', '1633', '543', '5.2528', '269400', '<1H OCEAN']
['-121.98', '37.27', '29', '2658', '484', '1318', '498', '5.3561', '298900', '<1H OCEAN']
['-121.96', '37.28', '28', '5018', '1066', '2846', '998', '4.0174', '273900', '<1H OCEAN']
['-121.96', '37.27', '22', '6114', '1211', '2983', '1163', '5.2533', '269100', '<1H OCEAN']
['-121.96', '37.27', '31', '3347', '589', '1566', '597', '5.5151', '286800', '<1H OCEAN']
['-121.97', '37.26', '19', '2174', '454', '998', '426', '4.6827', '255100', '<1H OCEAN']
['-121.95', '37.25', '34', '2906', '544', '1282', '522', '5.5127', '268200', '<1H OCEAN']
['-121.93', '37.25', '36', '1089', '182', '535', '170', '4.69', '252600', '<1H OCEAN']
['-121.93', '37.25', '21', '1354', '289', '639', '273', '4.5333', '234200', '<1H OCEAN']
['-121.92', '37.25', '34', '2231', '360', '1035', '365', '4.7917', '243200', '<1H OCEAN']
['-121.93', '37.25', '32', '1555', '287', '779', '284', '6.0358', '260100', '<1H OCEAN']
['-121.94', '37.24', '35', '1484', '244', '664', '238', '4675', '245300', '<1H OCEAN']
['-121.91', '37.24', '24', '5046', '1001', '2449', '968', '4.7118', '274600', '<1H OCEAN']
['-121.91', '37.24', '30', '2327', '419', '1114', '372', '4.7279', '272000', '<1H OCEAN']
['-121.92', '37.24', '26', '6777', '1051', '3319', '1061', '6.3663', '279400', '<1H OCEAN']
['-121.94', '37.24', '19', '1741', '294', '632', '279', '5.5944', '290500', '<1H OCEAN']
['-121.92', '37.24', '27', '1265', '216', '660', '232', '5.3911', '281200', '<1H OCEAN']
['-121.91', '37.23', '22', '2614', '453', '1240', '462', '6.0712', '271800', '<1H OCEAN']
['-121.98', '37.16', '42', '2533', '433', '957', '398', '5.3468', '279900', '<1H OCEAN']
['-121.9', '37.16', '43', '1529', '311', '570', '250', '5.2366', '293300', '<1H OCEAN']
['-121.88', '37.24', '24', '4420', '996', '2981', '975', '3506', '226400', '<1H OCEAN']
['-121.9', '37.24', '24', '7521', '1364', '3970', '1318', '4.4004', '255800', '<1H OCEAN']
['-121.86', '37.23', '24', '4337', '670', '1936', '652', '5.8904', '271400', '<1H OCEAN']
['-121.87', '37.27', '25', '1730', '226', '721', '243', '7.5845', '279300', '<1H OCEAN']
['-121.86', '37.27', '19', '1852', '268', '866', '272', '5.6139', '279500', '<1H OCEAN']
['-121.87', '37.27', '18', '3561', '560', '1753', '553', '5.0292', '269400', '<1H OCEAN']
['-121.86', '37.27', '17', '4393', '709', '2292', '692', '5.6876', '246500', '<1H OCEAN']
['-121.77', '37.23', '15', '4713', '769', '2519', '778', '5.6958', '253800', '<1H OCEAN']
['-121.77', '37.22', '16', '1617', '306', '667', '264', '4.5221', '191100', '<1H OCEAN']
['-121.77', '37.22', '16', '3992', '540', '2097', '555', '6.7287', '299300', '<1H OCEAN']
['-121.76', '37.23', '16', '4274', '715', '2240', '704', '5.4218', '233900', '<1H OCEAN']
['-121.84', '37.25', '25', '5939', '989', '3275', '954', '5.6488', '234600', '<1H OCEAN']
['-121.83', '37.23', '22', '5507', '841', '2785', '848', '6.0889', '245200', '<1H OCEAN']
['-121.84', '37.24', '18', '3574', '504', '1803', '536', '6.7836', '274100', '<1H OCEAN']
['-121.84', '37.24', '24', '7991', '1286', '4017', '1213', '5.4741', '238800', '<1H OCEAN']
['-121.85', '37.24', '17', '6425', '1268', '3934', '1238', '5.1228', '237600', '<1H OCEAN']
['-121.86', '37.25', '16', '6958', '1300', '2965', '1217', '4.2885', '262400', '<1H OCEAN']
['-121.83', '37.28', '17', '3057', '606', '2030', '602', '5.2166', '230900', '<1H OCEAN']
['-121.81', '37.27', '20', '3244', '520', '1769', '469', '5.9214', '224000', '<1H OCEAN']
['-121.8', '37.27', '17', '3912', '737', '2693', '746', '5.0772', '221500', '<1H OCEAN']
['-121.82', '37.27', '16', '2030', '321', '1343', '365', '6.3566', '279100', '<1H OCEAN']
['-121.81', '37.27', '22', '2996', '695', '2169', '607', '4.3438', '209700', '<1H OCEAN']
['-121.8', '37.26', '26', '1394', '238', '990', '315', '4.8862', '195000', '<1H OCEAN']
['-121.8', '37.26', '18', '3631', '947', '2357', '757', '2875', '184400', '<1H OCEAN']
['-121.85', '37.27', '17', '1957', '261', '863', '269', '7.3339', '294200', '<1H OCEAN']
['-121.84', '37.27', '9', '3624', '812', '1856', '721', '4.2083', '198400', '<1H OCEAN']
['-121.84', '37.27', '17', '2795', '482', '1904', '506', '5.0186', '250800', '<1H OCEAN']
['-121.83', '37.27', '8', '4454', '1058', '2595', '1027', '4.5615', '282600', '<1H OCEAN']
['-121.84', '37.27', '16', '2429', '387', '1293', '363', '5.5', '253200', '<1H OCEAN']
['-121.82', '37.26', '10', '3030', '574', '1623', '589', '5.1356', '218700', '<1H OCEAN']
['-121.83', '37.26', '11', '2394', '403', '1393', '409', '5.5875', '259300', '<1H OCEAN']
